Nombre recurso;LOID;ID;idGuion;identificadorUnidad;module_id;asset_id;Página;Tipo;Enlace;Texto principal - original;Texto adicional - original;Texto principal;Texto adicional
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;La hipótesis como base de la ciencia;(El método científico);<em>La hipótesis como base de la ciencia</em>;(El método científico)
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;El experimento dirá si aciertas;(La investigación experimental);<em>El experimento dirá si aciertas</em>;(La investigación experimental)
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;Fórmulas y más fórmulas;(La investigación teórica);<em>Fórmulas y más fórmulas</em>;(La investigación teórica)
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;La ciencia nos cambia el mundo;(Las aplicaciones de la ciencia);<em>La ciencia nos cambia el mundo</em>;(Las aplicaciones de la ciencia)
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Enlace;http://fisica-quimica.blogspot.com/p/indice.html;Aula de Física y Química;, es un blog del IES Campo de Calatrava de Miguelturra (Ciudad Real) con numerosos recursos para Secundaria.;Aula de Física y Química;, es un blog del IES Campo de Calatrava de Miguelturra (Ciudad Real) con numerosos recursos para Secundaria.
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Enlace;https://hipertextual.com/2019/02/mujer-historia-ciencia;La historia invisible de la mujer en la ciencia: un viaje trepidante;, interesante viaje por la evolución del papel desempeñado por la mujer en la ciencia a lo largo de la historia, publicado por Hipertextual.;La historia invisible de la mujer en la ciencia: un viaje trepidante;, interesante viaje por la evolución del papel desempeñado por la mujer en la ciencia a lo largo de la historia, publicado por Hipertextual.
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Enlace;http://recursos.cnice.mec.es/biosfera/alumno/2ESO/Metodo/contenidos1.htm;El método científico;, unidad didáctica publicada por Proyecto Biosfera, del Ministerio de Educación, Cultura y Deporte.;El método científico;, unidad didáctica publicada por Proyecto Biosfera, del Ministerio de Educación, Cultura y Deporte.
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Inglés;https://youtu.be/qAJ8IF4HI20;The Steps of the Scientific Method for Kids;de la colección Science for Children FreeSchool;The Steps of the Scientific Method for Kids;de la colección Science for Children FreeSchool
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Inglés;https://www.ducksters.com/science/scientificmethod.php;The Scientific Method;del portal Ducksters.;The Scientific Method;del portal Ducksters.
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Ve más allá;Lista;;¿Cómo difundimos la ciencia?;;<em>¿Cómo difundimos la ciencia?</em>;
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Ve más allá;Lista;;La ciencia al alcance de las mujeres;;<em>La ciencia al alcance de las mujeres</em>;
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Meta;Título;;"Ahora ya sabes cuál es el camino que debemos recorrer para descubrir por qué la experimentación es uno de los principales pilares del método científico y qué ha conseguido la humanidad gracias a los avances de la ciencia.
¿Serás capaz de superar la última prueba?";;"Ahora ya sabes cuál es el camino que debemos recorrer para descubrir por qué la experimentación es uno de los principales pilares del método científico y qué ha conseguido la humanidad gracias a los avances de la ciencia.
¿Serás capaz de superar la última prueba?";
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Lista;;¡La Tierra se mueve! ;(Los movimientos de la Tierra en el universo);<em>¡La Tierra se mueve! </em>;(Los movimientos de la Tierra en el universo)
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Lista;;¿El Sol o la Tierra?;(La disputa entre el heliocentrismo y el geocentrismo);<em>¿El Sol o la Tierra?</em>;(La disputa entre el heliocentrismo y el geocentrismo)
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Lista;;Andando sobre la cinta del aeropuerto;(La relatividad del movimiento);<em>Andando sobre la cinta del aeropuerto</em>;(La relatividad del movimiento)
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Lista;;La aceleración sí se percibe;(Los efectos de la aceleración en la relatividad del movimiento);<em>La aceleración sí se percibe</em>;(Los efectos de la aceleración en la relatividad del movimiento)
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Lista;;¿Moscas en un barco?;(Galileo y el experimento mental del barco en movimiento);<em>¿Moscas en un barco?</em>;(Galileo y el experimento mental del barco en movimiento)
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Lista;;¿Se mueve el tren o el andén?;(Las consecuencias físicas del principio de relatividad del movimiento);<em>¿Se mueve el tren o el andén?</em>;(Las consecuencias físicas del principio de relatividad del movimiento)
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Enlace;http://recursostic.educacion.es/newton/web/materiales_didacticos/cinematica/cineobjetivos.htm;Cuerpos en movimiento;, secuencia didáctica dedicada al movimiento.;Cuerpos en movimiento;, secuencia didáctica dedicada al movimiento.
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Enlace;http://www.educaplus.org/games/fisica;Educaplus;, portal de juegos, vídeos y otros multimedia educativos.;Educaplus;, portal de juegos, vídeos y otros multimedia educativos.
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Enlace;https://www.edumedia-sciences.com/es/node/65-cinematica;EduMedia;, página web con recursos multimedia educativos.;EduMedia;, página web con recursos multimedia educativos.
